Date,AMZN
1997-05-15,0.09791699796915054
1997-05-16,0.0864579975605011
1997-05-19,0.0854170024394989
1997-05-20,0.08177100121974945
1997-05-21,0.07135400176048279
1997-05-22,0.0697920024394989
1997-05-23,0.07500000298023224
1997-05-27,0.07916700094938278
1997-05-28,0.07656300067901611
1997-05-29,0.07525999844074249
1997-05-30,0.07500000298023224
1997-06-02,0.07552099972963333
1997-06-03,0.07395800203084946
1997-06-04,0.0708329975605011
1997-06-05,0.07708299905061722
1997-06-06,0.08281300216913223
1997-06-09,0.08437500149011612
1997-06-10,0.07916700094938278
1997-06-11,0.07708299905061722
1997-06-12,0.08020800352096558
1997-06-13,0.07916700094938278
1997-06-16,0.07864599674940109
1997-06-17,0.07525999844074249
1997-06-18,0.07552099972963333
1997-06-19,0.07552099972963333
1997-06-20,0.07630199939012527
1997-06-23,0.07500000298023224
1997-06-24,0.07552099972963333
1997-06-25,0.07552099972963333
1997-06-26,0.07552099972963333
1997-06-27,0.07447899878025055
1997-06-30,0.07708299905061722
1997-07-01,0.07578100264072418
1997-07-02,0.07942699640989304
1997-07-03,0.09557300060987473
1997-07-07,0.10000000149011612
1997-07-08,0.11510399729013443
1997-07-09,0.11614599823951721
1997-07-10,0.12812499701976776
1997-07-11,0.11458300054073334
1997-07-14,0.10677099972963333
1997-07-15,0.12187500298023224
1997-07-16,0.1166670024394989
1997-07-17,0.11093799769878387
1997-07-18,0.10781300067901611
1997-07-21,0.10911499708890915
1997-07-22,0.10677099972963333
1997-07-23,0.11458300054073334
1997-07-24,0.11302100121974945
1997-07-25,0.11145800352096558
1997-07-28,0.11614599823951721
1997-07-29,0.12395799905061722
1997-07-30,0.12239599972963333
1997-07-31,0.11979199945926666
1997-08-01,0.12083300203084946
1997-08-04,0.11562500149011612
1997-08-05,0.11041700094938278
1997-08-06,0.11249999701976776
1997-08-07,0.10885400325059891
1997-08-08,0.11458300054073334
1997-08-11,0.11640600115060806
1997-08-12,0.10989599674940109
1997-08-13,0.10989599674940109
1997-08-14,0.10781300067901611
1997-08-15,0.10572899878025055
1997-08-18,0.1020829975605011
